State,Payer_Name,Payer_Type,LOB,Drug_Class,Medication_Category,Step_Therapy_Required,Step_1_Requirement,Step_1_Duration,Step_2_Requirement,Step_2_Duration,Quantity_Limit,Contraindication_Bypass,Gold_Card_Available,Gold_Card_Threshold,Policy_ID,Source_Document,Vault_Payer_ID,National_Payer_ID,Vault_Denial_Code,Episodic_Same_As_Chronic,High_Freq_Episodic_Threshold,Episodic_Notes
NJ,AmeriHealth NJ,Commercial,Commercial,Gepants (Acute),Acute,Yes,≥2 triptans,Documented failure,,,'Select' formulary value-driven; aggressively steers to generics; often requires P2P for Tier 3 exceptions,Yes - CV contraindication,A1825 applies,72h response,AmeriHealth Gepant Policy,New_Jersey_2026_PA_Audit,NJ-COM-AMERI,60054,DENY-STEP-001,True,,
NJ,AmeriHealth NJ,Commercial,Commercial,CGRP mAbs (SC),Preventive,Yes,≥2 oral preventive classes (Select formulary strictness),≥8 weeks each,,,High pressure to use generics; use A1825 to override,Yes - teratogenic; CV contraindication; documented intolerance,A1825 applies,72h response,AmeriHealth CGRP Policy,New_Jersey_2026_PA_Audit,NJ-COM-AMERI,60054,DENY-STEP-002,True,,
NJ,AmeriHealth NJ,Commercial,Commercial,Neurotoxins,Chronic Migraine,Yes,≥2 oral preventive classes,≥8 weeks each,,,Standard Chronic Migraine criteria,Yes - oral preventive contraindications,A1825 applies,72h response,AmeriHealth Botox Policy,New_Jersey_2026_PA_Audit,NJ-COM-AMERI,60054,DENY-STEP-002,False,,⛔ BOTOX = CHRONIC MIGRAINE ONLY per FDA. Episodic (4-14 days/month) = automatic denial. ICD-10 must be G43.7xx series.
NJ,Oscar Health NJ,Commercial,Commercial,Gepants (Acute),Acute,Yes,≥2 triptans,Documented failure,,,Digital/portal-based PA; favors clean data entry over narrative letters,Yes - CV contraindication,A1825 applies,72h response,Oscar Formulary,New_Jersey_2026_PA_Audit,NJ-COM-OSCAR,Oscar,DENY-STEP-001,True,,
NJ,Oscar Health NJ,Commercial,Commercial,CGRP mAbs (SC),Preventive,Yes,≥2 oral preventive classes,≥8 weeks each,,,Digital submission preferred,Yes - teratogenic; CV contraindication,A1825 applies,72h response,Oscar CGRP Policy,New_Jersey_2026_PA_Audit,NJ-COM-OSCAR,Oscar,DENY-STEP-002,True,,
NJ,NJ FamilyCare (Medicaid),Medicaid Unified,Medicaid,Gepants (Acute),Acute,Yes,≥2 triptans per PDL,Documented failure,,,PDL adherence required; specific state fax forms,Yes - CV contraindication,A1825 applies to NJ FamilyCare,72h response,NJ FamilyCare PDL,New_Jersey_2026_PA_Audit,NJ-MCD-NJFC,NJDHS,DENY-STEP-001,True,,
NJ,NJ FamilyCare (Medicaid),Medicaid Unified,Medical Benefit,Neurotoxins,Chronic Migraine,Yes,≥2 oral preventive classes,≥8 weeks each,,,⚠️ MOH assessment documentation REQUIRED; use specific state fax forms,Yes - oral preventive contraindications,A1825 applies,72h response,NJ FamilyCare Medical,New_Jersey_2026_PA_Audit,NJ-MCD-NJFC,NJDHS,DENY-STEP-002,False,,⛔ BOTOX = CHRONIC MIGRAINE ONLY per FDA. Episodic (4-14 days/month) = automatic denial. ICD-10 must be G43.7xx series.
NJ,Horizon NJ Health,Medicaid MCO,Medicaid,Gepants (Acute),Acute,Yes,≥2 triptans per NJ FamilyCare PDL,Per state policy,,,Uses specific state-mandated fax forms; follows NJ FamilyCare PDL,Yes - CV contraindication per PDL,A1825 applies,72h response,NJ FamilyCare PDL,New_Jersey_2026_PA_Audit,NJ-MCD-HORIZON,22099,DENY-STEP-001,True,,
NJ,Horizon NJ Health,Medicaid MCO,Medicaid,CGRP mAbs (SC),Preventive,Yes,≥2 oral preventive classes per NJ FamilyCare,Per state policy,,,Strictly adheres to NJ FamilyCare PDL; requires MOH assessment,Yes - per state criteria,A1825 applies,72h response,NJ FamilyCare PDL,New_Jersey_2026_PA_Audit,NJ-MCD-HORIZON,22099,DENY-STEP-002,True,,
NJ,Horizon NJ Health,Medicaid MCO,Medical Benefit,Neurotoxins,Chronic Migraine,Yes,≥2 oral preventive classes per NJ FamilyCare,Per state policy,,,Follows NJ FamilyCare criteria; requires MOH assessment,Yes - per state criteria,A1825 applies,72h response,NJ FamilyCare Medical,New_Jersey_2026_PA_Audit,NJ-MCD-HORIZON,22099,DENY-STEP-002,False,,⛔ BOTOX = CHRONIC MIGRAINE ONLY per FDA. Episodic (4-14 days/month) = automatic denial. ICD-10 must be G43.7xx series.
NJ,Novitas Solutions,Medicare MAC,Part B,CGRP mAbs (IV),Chronic Migraine,Yes,WISeR PILOT: Pre-Service PA MANDATORY; fail ≥2 oral preventives,Documented with dates/reasons,,,LCD L39909; J3032; ⚠️ Pre-Service PA required - do NOT inject without Auth #; Chronic or Episodic Migraine; same HIT-6/MIDAS documentation requirements,Yes - documented oral failures; needle phobia; inability to self-inject,WISeR Gold Card,High approval rate,LCD L39909,New_Jersey_2026_PA_Audit,NJ-PARTB-NOVITAS,Novitas,DENY-QL-001,True,,
VA,Anthem HealthKeepers,Commercial,Commercial,Gepants (Acute),Acute,Yes,"""≥2 preferred generic triptans; hard edit at POS - if pharmacy system doesn't see 2 triptan claims, Nurtec/Ubrelvy rejects"",Claims history required,N/A",,"PREFERRED: Nurtec ODT, Ubrelvy; NON-PREFERRED: Reyvow, Zavzpret",Yes - CV bypass (HTN I10, IHD I25.9, arrhythmia I49.9) = 'Contraindication to vasoconstrictive agents'; Serotonin syndrome bypass if on SSRI/SNRI; Gastroparesis bypass for Zavzpret,HB 2099 - Data Collection 2026,90% threshold (exemptions Jan 2027),VABCBS-CD-096511-25,Virginia_2026_PA_Audit,VA-COM-ELEV,36096,DENY-STEP-001,True,,
VA,Anthem HealthKeepers,Commercial,Commercial,Neurotoxins,Chronic Migraine,Yes,"≥2 oral preventive classes,≥1 month each",,,Chronic Migraine (≥15 HA days, ≥8 migrainous); ⚠️ HIT-6/MIDAS documentation for LCD compliance,Yes - oral preventive contraindications,HB 2099 - Data Collection 2026,90% threshold,Anthem Botox Policy,Virginia_2026_PA_Audit,VA-COM-ELEV,36096,DENY-STEP-002,False,,⛔ BOTOX = CHRONIC MIGRAINE ONLY per FDA. Episodic (4-14 days/month) = automatic denial. ICD-10 must be G43.7xx series.
VA,Anthem HealthKeepers,Commercial,Commercial,CGRP mAbs (IV),Chronic Migraine,Yes,≥2 oral preventive classes,≥1 month each,Must fail 2 preferred SC CGRPs (Aimovig/Ajovy/Emgality),Documented failure,NON-PREFERRED; bypass via: 100% bioavailability argument (status migrainosus); Physical/cognitive limitation preventing self-injection (arthritis/tremor/cognitive impairment),Yes - inability to self-inject; bioavailability requirement,HB 2099 - Data Collection 2026,90% threshold,Anthem Vyepti Policy,Virginia_2026_PA_Audit,VA-COM-ELEV,36096,DENY-QL-001,True,,
VA,Sentara Health Plans,Commercial,Commercial,Gepants (Acute),Acute,Yes,≥2 triptans; failure defined as '≥2 attacks treated unsuccessfully',Documented per definition,,,Nurtec ODT 8 tabs/30d; Ubrelvy 10 tabs/30d; Zavzpret 6 sprays/30d; ⚠️ QLE for 16 tabs requires MOH risk documentation - 'Gepants do not carry same MOH risk as triptans/opioids (FDA approved for preventive EOD dosing)',Yes - CV contraindication; gastroparesis for Zavzpret,HB 2099 - Data Collection 2026,90% threshold,Sentara Drug Auth Forms,Virginia_2026_PA_Audit,VA-COM-SENTARA,Sentara,DENY-STEP-001,True,,
VA,Sentara Health Plans,Commercial,Commercial,CGRP mAbs (SC),Preventive,Yes,"≥1 medication from ≥2 different prophylactic classes (Anticonvulsants, Beta-blockers, Antidepressants)",⚠️ ≥2 MONTHS each (longer than Anthem 1 month),,,"PREFERRED: Aimovig, Ajovy, Emgality; NON-PREFERRED: Vyepti; ⚠️ 'Early Termination' Strategy: AE at Day 5 = trial failed (don't need full 60 days)",Yes - teratogenic; CV contraindication; documented intolerance (sedation/hypotension/paresthesia),HB 2099 - Data Collection 2026,90% threshold,Sentara CGRP Policy,Virginia_2026_PA_Audit,VA-COM-SENTARA,Sentara,DENY-STEP-002,True,,
VA,Sentara Health Plans,Commercial,Commercial,Gepants (Preventive),Preventive,Yes,≥2 oral preventive classes,≥2 months each,⚠️ Must fail injectable CGRP first (cannot go Topamax→Qulipta directly),Documented SC CGRP failure,PREFERRED but step edit through injectable CGRP; bypass via needle phobia (F40.231) or dexterity issues (RA/neuropathy),Yes - needle phobia F40.231; dexterity issues preventing self-injection,HB 2099 - Data Collection 2026,90% threshold,Sentara Qulipta Policy,Virginia_2026_PA_Audit,VA-COM-SENTARA,Sentara,DENY-QL-001,True,,
VA,Sentara Health Plans,Commercial,Commercial,Neurotoxins,Chronic Migraine,Yes,≥2 oral preventive classes,≥2 months each,,,Chronic Migraine (≥15 days); standard criteria,Yes - oral preventive contraindications,HB 2099 - Data Collection 2026,90% threshold,Sentara Botox Policy,Virginia_2026_PA_Audit,VA-COM-SENTARA,Sentara,DENY-STEP-002,False,,⛔ BOTOX = CHRONIC MIGRAINE ONLY per FDA. Episodic (4-14 days/month) = automatic denial. ICD-10 must be G43.7xx series.
VA,UnitedHealthcare Virginia,Commercial,Commercial,Gepants (Acute),Acute,Yes,≥2 triptans,Documented failure,,,Standard criteria; ⚠️ Nurtec ODT denied if patient on CYP3A4 inhibitor (itraconazole/clarithromycin) - switch to Ubrelvy 50mg or justify interaction managed,Yes - CV contraindication; CYP3A4 interaction management,UHC National Gold Card ACTIVE,92% threshold,UHC Gepant Policy,Virginia_2026_PA_Audit,VA-COM-UHC,87726,DENY-STEP-001,True,,
VA,UnitedHealthcare Virginia,Commercial,Commercial,CGRP mAbs (IV),Chronic Migraine,Yes,≥2 oral preventive classes,≥2 months each,⚠️ DOUBLE STEP: Must fail 2 self-injectable CGRPs (Aimovig/Ajovy/Emgality) for 3 months EACH = 6+ month delay minimum,≥3 months per SC CGRP,STRICT; bypass via: Absorption issues (bariatric surgery/malabsorption); Severe injection site reaction to SC CGRP (large induration >5cm persisting 7+ days) - re-challenging poses anaphylaxis risk,Yes - absorption issues; hypersensitivity reaction to SC CGRP,UHC National Gold Card,92% threshold,UHC Vyepti Policy,Virginia_2026_PA_Audit,VA-COM-UHC,87726,DENY-QL-001,True,,
VA,UnitedHealthcare Virginia,Commercial,Commercial,Neurotoxins,Chronic Migraine,Yes,≥2 oral preventive classes,≥2 months each,,,Chronic Migraine (≥15 days); strict criteria; quantitative response required for reauth,Yes - oral preventive contraindications,UHC National Gold Card,92% threshold for CPT 64615,UHC Botox Policy,Virginia_2026_PA_Audit,VA-COM-UHC,87726,DENY-STEP-002,False,,⛔ BOTOX = CHRONIC MIGRAINE ONLY per FDA. Episodic (4-14 days/month) = automatic denial. ICD-10 must be G43.7xx series.
VA,Cigna Healthcare Virginia,Commercial,Commercial,Gepants (Acute),Acute,Yes,≥1-2 triptans,Documented failure,,,Standard criteria,Yes - CV contraindication,HB 2099 - Data Collection 2026,90% threshold,Cigna IP0050,Virginia_2026_PA_Audit,VA-COM-CIGNA,62308,DENY-STEP-001,True,,
VA,Cigna Healthcare Virginia,Commercial,Commercial,CGRP mAbs (SC),Preventive,Yes,≥2 oral preventive classes; ⚠️ Every PA MUST include: 'Current Baseline: [X] Migraine Days Per Month' - vague 'frequent headaches' = auto-denial,⚠️ ≥3 MONTHS each (LONGEST),,,"PREFERRED: Aimovig, Ajovy; NON-PREFERRED: Emgality (requires step through Aimovig/Ajovy); ⚠️ 'Lack of Information' trap - document specific baseline headache days",Yes - teratogenic; CV contraindication; documented intolerance,HB 2099 - Data Collection 2026,90% threshold,Cigna IP0050,Virginia_2026_PA_Audit,VA-COM-CIGNA,62308,DENY-STEP-002,False,8.0,Cigna: Standard episodic (4-7d) = triptan failure only for acute; High-freq episodic (≥8d) = 1 oral class for CGRP; Chronic (≥15d) = 2 oral classes. MIDAS ≥11 required for all preventives.
VA,Cigna Healthcare Virginia,Commercial,Commercial,Gepants (Preventive),Preventive,Yes,≥4 migraine days/month; ≥2 oral classes,≥3 months each,No injectable CGRP step required (more accessible than Sentara),,"Renewal requires 'significant clinical benefit' - if days unchanged but severity improved, document: 'Patient reports reduction in severity and improved function (MIDAS score reduction)'",Yes - needle phobia; documented intolerance,HB 2099 - Data Collection 2026,90% threshold,Cigna IP0377,Virginia_2026_PA_Audit,VA-COM-CIGNA,62308,DENY-STEP-005,False,8.0,Cigna: Standard episodic (4-7d) = triptan failure only for acute; High-freq episodic (≥8d) = 1 oral class for CGRP; Chronic (≥15d) = 2 oral classes. MIDAS ≥11 required for all preventives.
VA,Cigna Healthcare Virginia,Commercial,Commercial,Neurotoxins,Chronic Migraine,Yes,≥2 oral preventive classes,≥3 months each,,,Chronic Migraine (≥15 days); longest trial duration requirement,Yes - oral preventive contraindications,HB 2099 - Data Collection 2026,90% threshold,Cigna Botox Policy,Virginia_2026_PA_Audit,VA-COM-CIGNA,62308,DENY-STEP-002,False,,⛔ BOTOX = CHRONIC MIGRAINE ONLY per FDA. Episodic (4-14 days/month) = automatic denial. ICD-10 must be G43.7xx series.
VA,Cardinal Care (VA Medicaid),Medicaid Unified,Medicaid,Gepants (Acute),Acute,Yes,≥2 triptans per Common Core Formulary,Per CCF,,,"PREFERRED per CCF: Nurtec ODT, Ubrelvy; NON-PREFERRED: Reyvow, Zavzpret; MCO denials citing 'triptan failure required' when already failed = appeal via CCF contract compliance",Yes - CV contraindication per CCF,N/A - Medicaid,,Common Core Formulary 2026,Virginia_2026_PA_Audit,VA-MCD-CARDINAL,DMAS,DENY-STEP-001,True,,
VA,Cardinal Care (VA Medicaid),Medicaid Unified,Medicaid,CGRP mAbs (SC),Preventive,Yes,≥2 oral preventive classes per Common Core Formulary,Per CCF,,,"PREFERRED per CCF: Aimovig, Ajovy, Emgality; Qulipta 'Preferred (Step Edit Required)'; NON-PREFERRED: Vyepti; ⚠️ MCOs cannot restrict Preferred PDL drugs if DMAS criteria met - appeal: 'Denial of Preferred PDL agent when criteria met is violation of MCO contract with DMAS'",Yes - teratogenic; CV contraindication per CCF,N/A - Medicaid,,Common Core Formulary 2026,Virginia_2026_PA_Audit,VA-MCD-CARDINAL,DMAS,DENY-STEP-002,True,,
VA,Cardinal Care (VA Medicaid),Medicaid Unified,Medical Benefit,Neurotoxins,Chronic Migraine,Yes,≥2 oral preventive classes per CCF,Per CCF,,,Chronic Migraine; follows CCF criteria,Yes - oral preventive contraindications per CCF,N/A - Medicaid,,Common Core Formulary 2026,Virginia_2026_PA_Audit,VA-MCD-CARDINAL,DMAS,DENY-STEP-002,False,,⛔ BOTOX = CHRONIC MIGRAINE ONLY per FDA. Episodic (4-14 days/month) = automatic denial. ICD-10 must be G43.7xx series.
VA,Palmetto GBA (VA),Medicare MAC,Part B,Neurotoxins,Chronic Migraine,Yes,Fail standard care (≥2 oral classes implied),Documented in medical record,,,"LCD DL39909 effective Feb 15 2026; ⚠️ OBJECTIVE SCALING REQUIRED - notes saying 'patient doing well' = recoupment/denial; HIT-6 or MIDAS score MANDATORY at every visit (e.g., 'Pre-treatment HIT-6: 68. Current HIT-6: 54. Patient demonstrates functional improvement.')",Yes - documented oral failures with adverse events,No - Federal Medicare,,LCD DL39909,Virginia_2026_PA_Audit,VA-PARTB-PALMETTO,PGBA,DENY-STEP-002,False,,⛔ BOTOX = CHRONIC MIGRAINE ONLY per FDA. Episodic (4-14 days/month) = automatic denial. ICD-10 must be G43.7xx series.
VA,Palmetto GBA (VA),Medicare MAC,Part B,CGRP mAbs (IV),Chronic Migraine,Yes,Fail standard care,Documented,,,J3032; ⚠️ Site of service scrutiny - HOPD faces higher scrutiny; justify: 'Patient is high-risk for infusion reaction and requires hospital-level monitoring',Yes - inability to self-inject; infusion reaction risk,No - Federal Medicare,,LCD DL39909,Virginia_2026_PA_Audit,VA-PARTB-PALMETTO,PGBA,DENY-QL-001,True,,
WA,Washington Apple Health (Medicaid),Medicaid Unified,Medicaid,Gepants (Acute),Acute,Yes,"≥2 different preferred triptans (Sumatriptan, Rizatriptan, Naratriptan, Zolmitriptan)",Documented failure/intolerance,,,"NON-PREFERRED: Ubrelvy, Nurtec ODT, Reyvow, Zavzpret; QL 8-16 doses/30d depending on MCO overlay",Yes - CV contraindication (triptans are vasoconstrictive and contraindicated per FDA labeling); 'CGRP antagonists are the ONLY medically appropriate acute therapy' - triggers Contraindication exception in PA algorithm,NO - SB 5395 FAILED,,HCA Policy 67.70.10,Washington_State_PA_Audit_2026,WA-MCD-APPLE,HCA,DENY-STEP-001,True,,
WA,Washington Apple Health (Medicaid),Medicaid Unified,Medicaid,CGRP mAbs (SC),Preventive,Yes,"≥2 different categories of oral prophylactics (Beta-blockers, Antidepressants, Anticonvulsants)",≥2 MONTHS each,To access Aimovig/Vyepti: must fail BOTH Emgality AND Ajovy,Documented failure,"PREFERRED: Emgality, Ajovy; NON-PREFERRED: Aimovig, Vyepti; Qulipta/Nurtec preventive = non-preferred or require injectable failure first",Yes - teratogenicity bypass for women of childbearing potential (Topiramate/Valproate contraindicated); asthma/COPD bypass for beta-blockers; obesity bypass for Valproate (weight gain),NO - SB 5395 FAILED,,HCA Policy 67.70.10,Washington_State_PA_Audit_2026,WA-MCD-APPLE,HCA,DENY-STEP-002,True,,
WA,Washington Apple Health (Medicaid),Medicaid Unified,Medical Benefit,Neurotoxins,Chronic Migraine,Yes,≥2 oral preventive classes,Documented failure,,,Chronic Migraine (>15 days/mo) STRICT; ⚠️ Dual Therapy (Botox+CGRP) historically DENIED - appeal requires 'Refractory Chronic Migraine' + AHS 2024 Consensus citing synergistic mechanisms: 'Patient achieved partial response (30% reduction) with Botox but remains disabled with >8 migraine days/month',Yes - oral preventive contraindications,NO - SB 5395 FAILED,,MCO Medical Review,Washington_State_PA_Audit_2026,WA-MCD-APPLE,HCA,DENY-STEP-002,False,,⛔ BOTOX = CHRONIC MIGRAINE ONLY per FDA. Episodic (4-14 days/month) = automatic denial. ICD-10 must be G43.7xx series.
WA,Premera Blue Cross WA,Commercial,Commercial,Gepants (Acute),Acute,Yes,≥1 triptan (MORE LENIENT than Medicaid/others),Documented failure,,,Ubrelvy/Nurtec = Tier 2 or 3; ⚠️ MOH EXCLUSION REMOVED - can prescribe gepants to patients detoxing from analgesic overuse ('Gepants lack MOH risk'),Yes - CV contraindication; MOH patients now eligible,NO - SB 5395 FAILED,,Premera 5.01.503,Washington_State_PA_Audit_2026,WA-COM-PREMBC,Premera,DENY-STEP-001,True,,
WA,Premera Blue Cross WA,Commercial,Commercial,CGRP mAbs (SC),Preventive,Yes,"≥2 distinct categories oral prophylactics (Beta-blocker, TCA, Anticonvulsant)",Documented failure,,,"PREFERRED: Emgality, Ajovy; Aimovig often NON-PREFERRED; ⚠️ Adolescent pathway (6-17) for Qulipta/Ajovy - fail 2 pediatric-appropriate preventives (Topiramate, Amitriptyline) - formal pathway many payers deny as 'experimental'",Yes - teratogenic; CV contraindication; documented intolerance,NO - SB 5395 FAILED,,Premera 5.01.584,Washington_State_PA_Audit_2026,WA-COM-PREMBC,Premera,DENY-STEP-002,True,,
WA,Premera Blue Cross WA,Commercial,Commercial,Neurotoxins,Chronic Migraine,Yes,≥2 oral preventive classes,Documented failure,,,Chronic Migraine (>15 days); Reauthorization requires documented reduction ('50% reduction in headache days' or 'clinically meaningful improvement in function'),Yes - oral preventive contraindications,NO - SB 5395 FAILED,,Premera 5.01.512,Washington_State_PA_Audit_2026,WA-COM-PREMBC,Premera,DENY-STEP-002,False,,⛔ BOTOX = CHRONIC MIGRAINE ONLY per FDA. Episodic (4-14 days/month) = automatic denial. ICD-10 must be G43.7xx series.
WA,Regence BlueShield WA,Commercial,Commercial,Gepants (Acute),Acute,Yes,≥2 triptans; ⚠️ Failure defined as 'adequate trial = treatment of at least 3 migraine episodes' - single failed dose NOT valid; notes must read: 'Patient treated 3 separate attacks with Sumatriptan 100mg without relief',≥3 attacks treated per triptan,,,Nurtec ODT/Ubrelvy require 2 triptan failures,Yes - CV contraindication,NO - SB 5395 FAILED,,Regence dru540,Washington_State_PA_Audit_2026,WA-COM-REGENCE,Regence,DENY-STEP-001,True,,
WA,Regence BlueShield WA,Commercial,Commercial,Neurotoxins,Chronic Migraine,Yes,≥2 oral preventive classes,Documented failure,,,Chronic Migraine (>15 days); standard criteria,Yes - oral preventive contraindications,NO - SB 5395 FAILED,,Regence dru006,Washington_State_PA_Audit_2026,WA-COM-REGENCE,Regence,DENY-STEP-002,False,,⛔ BOTOX = CHRONIC MIGRAINE ONLY per FDA. Episodic (4-14 days/month) = automatic denial. ICD-10 must be G43.7xx series.
WA,Regence BlueShield WA,Commercial,Commercial,CGRP mAbs (IV),Chronic Migraine,Yes,≥2 oral preventive classes,Documented failure,Failure of ALL viable self-injectable CGRPs,Documented failure,J3032; ⚠️ SITE OF CARE RESTRICTION - HOPD NON-PREFERRED; refer to home infusion or freestanding infusion clinic; HOPD only if: 'History of difficult IV access requiring ultrasound guidance' OR 'History of severe anaphylaxis requiring hospital-grade resuscitation capabilities',Yes - inability to self-inject; anaphylaxis history,NO - SB 5395 FAILED,,Regence dru006/dru540,Washington_State_PA_Audit_2026,WA-COM-REGENCE,Regence,DENY-QL-001,True,,
WA,Kaiser Permanente Washington,Commercial,Commercial,Gepants (Acute),Acute,Yes,≥2 triptans,Documented failure,,,RESTRICTED to Neurology specialty prescribers; PCPs blocked without e-consult/formal referral,Yes - CV contraindication,NO - SB 5395 FAILED,,Kaiser Clinical Review,Washington_State_PA_Audit_2026,WA-COM-KAISER,Kaiser,DENY-STEP-001,True,,
WA,Kaiser Permanente Washington,Commercial,Commercial,CGRP mAbs (SC),Preventive,Yes,⚠️ MOST RESTRICTIVE: ≥3 oral preventive classes (Beta-blocker + TCA + Anticonvulsant) - EXCEEDS AHS 2-step standard,Documented failure all 3 classes,,,CGRPs in Tier 4/5 (Specialty) = significant coinsurance; ⚠️ Best strategy for Kaiser = External Review (IRO) citing 'Standard of Care Discrepancy' - AHS 2024 recommends CGRPs as first-line or after 1 failure; Kaiser's 3-failure requirement causes 'undue suffering and functional impairment',Yes - teratogenic; CV contraindication; documented intolerance (use IRO argument),NO - SB 5395 FAILED,,Kaiser Clinical Review,Washington_State_PA_Audit_2026,WA-COM-KAISER,Kaiser,DENY-STEP-002,True,,
WA,Kaiser Permanente Washington,Commercial,Commercial,Neurotoxins,Chronic Migraine,Yes,⚠️ ≥3 oral preventive classes (strictest in state),Documented failure all 3 classes,,,Chronic Migraine (>15 days); ⚠️ Must be administered within Kaiser facilities - external referrals almost never approved; appeal via IRO if needed,Yes - oral preventive contraindications; IRO for external referral,NO - SB 5395 FAILED,,Kaiser Clinical Review,Washington_State_PA_Audit_2026,WA-COM-KAISER,Kaiser,DENY-STEP-002,False,,⛔ BOTOX = CHRONIC MIGRAINE ONLY per FDA. Episodic (4-14 days/month) = automatic denial. ICD-10 must be G43.7xx series.
WA,Noridian Healthcare Solutions,Medicare MAC,Part B,CGRP mAbs (IV),Chronic Migraine,Yes (for MA plans),Medicare FFS = no strict step therapy traditionally; ⚠️ MA plans (UHC/Humana) CAN and DO apply step therapy requiring failure of Part D options before Part B Vyepti,Per MA plan policy,,,"J3032; Chronic or Episodic; ensure ICD-10 aligns with chronic criteria if treating chronic patient; ⚠️ Part D $2,100 Cap Impact: once beneficiary spends $2,100, cost drops to $0 for remainder of year - re-evaluate Medicare patients who discontinued CGRPs due to cost",Yes - inability to self-inject,No - Federal Medicare,,LCD L35172,Washington_State_PA_Audit_2026,WA-PARTB-NORIDIAN,Noridian,DENY-QL-001,True,,
MA,MassHealth (Medicaid),Medicaid Unified,Medicaid,Gepants (Acute),Acute,Yes,"≥2 different triptan agents (Sumatriptan, Rizatriptan, Naratriptan preferred); document inadequate response/adverse reaction/contraindication",Documented failure,,,⚠️ QL 16 units per 30 days; to exceed: document headache frequency + concurrent prophylaxis OR contraindication to prophylaxis (signals managing chronic condition),Yes - CV contraindication; Rizatriptan contraindicated if on Propranolol (drug-drug interaction); documented contraindication satisfies step per 130 CMR 406.000,NO - H.4616 pending,,MHDL Table 14,Massachusetts_2026_PA_Audit,MA-MCD-MASSHEALTH,MassHealth,DENY-STEP-001,True,,
MA,MassHealth (Medicaid),Medicaid Unified,Medical Benefit,Neurotoxins,Chronic Migraine,Yes,≥2 classes of oral preventives (Anti-epileptics/Beta-blockers/Antidepressants),Documented failure,,,Chronic Migraine (G43.709): ≥15 HA days/month with ≥8 migrainous days for ≥3 months; Reauthorization requires documented benefit (typically >7 days/month reduction OR significant functional improvement - return to work/school),Yes - oral preventive contraindications,NO - H.4616 pending,,MHDL Table 14,Massachusetts_2026_PA_Audit,MA-MCD-MASSHEALTH,MassHealth,DENY-STEP-002,False,,⛔ BOTOX = CHRONIC MIGRAINE ONLY per FDA. Episodic (4-14 days/month) = automatic denial. ICD-10 must be G43.7xx series.
MA,Blue Cross Blue Shield of Massachusetts,Commercial,Commercial,CGRP mAbs (Cluster),Cluster Headache,Yes,"Episodic Cluster Headache; history of 5+ attacks per month; failure of standard prevention (Verapamil, Lithium, Topiramate)",Documented failure standard prevention,,,Emgality 100mg for Episodic Cluster Headache (NOT chronic cluster - often excluded),Yes - standard prevention contraindications,NO - H.4616 pending,,BCBSMA Policy 021,Massachusetts_2026_PA_Audit,MA-COM-MASSBCBS,BCBSMA,DENY-QL-001,True,,
MA,Point32Health (Harvard Pilgrim/Tufts),Commercial,Commercial,Gepants (Acute),Acute,Yes,≥2 triptans per MNG,Documented failure,,,Standard criteria via InterQual + internal MNGs,Yes - CV contraindication,NO - H.4616 pending,,Point32Health MNG,Massachusetts_2026_PA_Audit,MA-COM-POINT32,Point32,DENY-STEP-001,True,,
MA,Point32Health (Harvard Pilgrim/Tufts),Commercial,Commercial,CGRP mAbs (SC),Preventive,Yes,≥2 prophylactic classes (Beta-blockers/TCA-SNRI/Anticonvulsants) per MNG,Documented failure,,,"⚠️ AJOVY EXCLUSION JAN 1 2026 - moved to NON-FORMULARY; PREFERRED: Emgality, Aimovig; stable Ajovy patients face POS rejections or Tier 4/5 copays; file 'Continuity of Care' or 'Medical Necessity' exception NOW using 'Non-Medical Switching' argument: 'Switching risks immunogenicity (anti-drug antibodies) and loss of disease control; AHS advises against switching stable patients for non-medical reasons'",Yes - teratogenic; CV contraindication; Non-Medical Switching defense for stable Ajovy patients,NO - H.4616 pending,,Point32Health MNG,Massachusetts_2026_PA_Audit,MA-COM-POINT32,Point32,DENY-STEP-002,True,,
MA,Point32Health (Harvard Pilgrim/Tufts),Commercial,Commercial,Neurotoxins,Chronic Migraine,Yes,⚠️ HIGHER BAR: ≥3 prophylactic medications from 2 different classes (stricter than MassHealth's 2 classes),Documented failure,,,Chronic Migraine diagnosis,Yes - oral preventive contraindications,NO - H.4616 pending,,Point32Health MNG,Massachusetts_2026_PA_Audit,MA-COM-POINT32,Point32,DENY-STEP-002,False,,⛔ BOTOX = CHRONIC MIGRAINE ONLY per FDA. Episodic (4-14 days/month) = automatic denial. ICD-10 must be G43.7xx series.
MA,Mass General Brigham Health Plan,Commercial/Medicaid,Commercial,CGRP mAbs (SC),Preventive,Yes,Per MassHealth UPPL for Medicaid products; internal criteria for commercial/Medicare,Per product line,,,"PREFERRED: Aimovig, Emgality; aligns with UPPL for Medicaid; 90-day PA honor for plan transitions (from Tufts SCO)",Yes - teratogenic; CV contraindication,N/A - Mixed,,MGBHP Formulary,Massachusetts_2026_PA_Audit,MA-MCD-MASSBRIGHAM,MGB,DENY-STEP-002,True,,
