Payer_Name,Slug,State,Parent_Organization,National_Payer_ID,Market_Share_Pct,LOB,LOB_Code,Data_Notes,PBM_Partner,Vault_Payer_ID,Submission_Channel,Payer_Specific_URL,Standard_Turnaround,Expedited_Turnaround,Gold_Card_Status,Update_Date,Extraction_Status
Noridian Healthcare Solutions,NORIDIAN,CA,Noridian Healthcare Solutions,N/A (MAC),,PARTB,PARTB,Medicare Part B MAC Jurisdiction E (CA/NV/HI); LCD DL39909 replacing L35170 eff 1/1/2026; strict ICD-10 (G43.709/G43.719 required); headache diary mandate; 12-week frequency; JW/JZ modifiers mandatory; HOPD PA required CPT 64615,,CA-PARTB-NORIDIAN,Portal,https://med.noridianmedicare.com/web/jeb,7 days,72 hours,N/A - Federal Medicare,2026-01-10,NEW - GAP FILLED
Blue Cross Blue Shield of Kansas City,BLUEKC,KS,Blue KC,47171,15.0,COM,COM,KC Metro (Wyandotte/Johnson counties); separate policies from BCBSKS; Ajovy EXCLUDED 2026,Unknown,KS-COM-BLUEKC,Portal,https://providers.bluekc.com/Resources/Communications,7 days,72 hours,,2026-01-10,NEW - GAP FILLED
Healthy Blue Kansas,HEALTHYBLUE,KS,Elevance Health (Anthem),14163,33.0,MCD,MCD,KanCare 3.0 NEW ENTRANT (replaced Aetna Better Health 1/1/2025); Elevance national UM guidelines; Availity portal; requires 3 oral preventive failures for Botox,CVS Caremark,KS-MCD-HEALTHYBLUE,Portal (Availity),https://www.healthybluekansas.com/provider/state-federal/resources/prior-authorization-requirements,7 days,72 hours,,2026-01-10,NEW - GAP FILLED
WPS Government Health Administrators,WPSGHA,KS,WPS Health Solutions,N/A (MAC),,PARTB,PARTB,Medicare Part B MAC Jurisdiction 5 (KS/MO/IA/NE); LCD DL39909 Botox effective 2026; sets regulatory floor for commercial payers,,KS-PARTB-WPSGHA,Portal,https://www.wpsgha.com/news-updates/view/858,7 days,72 hours,,2026-01-10,NEW - GAP FILLED
National Government Services (NGS),NGS,MN,National Government Services,N/A (MAC),,PARTB,PARTB,Medicare Part B MAC Jurisdiction 6 (MN/WI/IL/MI); LCD L33646/DL39909 Botox; ICD-10 specificity required (G43.709/G43.719); J0585 155-200 units; JW/JZ modifier mandatory 2026; 12-week frequency strict,,MN-PARTB-NGS,Portal,https://www.wpsgha.com/news-updates/view/858,7 days,72 hours,N/A - Federal Medicare,2026-01-10,NEW - GAP FILLED
Novitas Solutions,NOVITAS,TX,Novitas Solutions (Jurisdiction H MAC),N/A (MAC),,PARTB,PARTB,Medicare Part B MAC Jurisdiction H (TX/CO/NM/OK); LCD DL39909 Botox; J0585/J3032 coverage; Part D for self-administered drugs; $2000 OOP cap (IRA),,TX-PARTB-NOVITAS,Portal,https://www.novitas-solutions.com/webcenter/portal/MedicareJL/pagebyid?contentId=00307990,7 days,72 hours,N/A - Federal Medicare not subject to state Gold Card,2026-01-10,NEW - GAP FILLED
NYRx (New York State Medicaid),nyrx-medicaid,NY,New York State DHHS,NYRX,,Medicaid FFS Pharmacy,MCD,State-run pharmacy benefit carve-out effective 4/1/2023; uniform PDL for all Medicaid MCO members; Nurtec ODT & Emgality 120mg PREFERRED; Aimovig/Ajovy/Ubrelvy/Qulipta NON-PREFERRED require PA,Magellan Rx (State Contract),NY-MCD-NYRX,NYRx Portal / Magellan,https://www.health.ny.gov/health_care/medicaid/program/nyrx/,7 calendar days,72 hours,N/A - State Medicaid,2026-01-11,NEW - GAP FILLED
National Government Services (NGS),ngs-mac-jk,NY,Anthem/Elevance,NGS,Medicare Part B,PARTB,PARTB,MAC for Jurisdiction K (NY/CT/MA/ME/NH/RI/VT); LCD L33646 for Botox; strict ICD-10 (G43.701/G43.709/G43.711/G43.719 - NO R51 or episodic codes); 12-week frequency strict; JW/JZ modifiers mandatory,N/A - Medicare,NY-PARTB-NGS,NGS Medicare Portal,https://www.ngsmedicare.com/,N/A - LCD determines,N/A - LCD determines,N/A - Federal Medicare,2026-01-11,NEW - GAP FILLED
First Coast Service Options (FCSO),fcso-mac-jn,FL,Anthem/Elevance (parent),FCSO,Medicare Part B,PARTB,PARTB,MAC for Jurisdiction N (Florida only); LCD L33274 for Botox; governs Part B buy-and-bill; 2026: Prior Authorization Demonstration expanded - CPT 64615 requires pre-service PA in HOPD/ASC settings; 12-week frequency strict; JW modifier wastage monitoring,N/A - Medicare,FL-PARTB-FCSO,FCSO Medicare Portal,https://medicare.fcso.com/,N/A - LCD determines,N/A - LCD determines,N/A - Federal Medicare (preempts state SB 7016),2026-01-11,NEW - GAP FILLED
Pennsylvania Medicaid FFS,pa-medicaid-ffs,PA,PA Department of Human Services,PADHS,FFS population (~10%),Medicaid FFS,MCD,Fee-for-Service Medicaid (non-MCO); governed by PA DHS Statewide PDL (papdl.com); quarterly updates; most stringent step therapy in state; requires adequate trial (4-6 weeks) with <50% reduction as failure,PA DHS,PA-MCD-FFS,PA DHS PROMISe Portal,https://www.papdl.com/,7 calendar days,72 hours,N/A - Medicaid FFS,2026-01-11,NEW - GAP FILLED
Novitas Solutions,novitas-mac-jl,PA,First Health Group,NOVITAS,Medicare Part B,Medicare MAC,MAC,MAC for Jurisdiction L (PA + surrounding); LCD L38809/DL39909 for Botox; Chronic Migraine required (≥15 HA days/mo for >3 mo); post-service prepayment audits (not pre-service PA for Original Medicare); JW modifier for waste mandatory; MA plans DO require pre-service PA,N/A - Medicare,PA-MAC-NOVITAS,Novitas Medicare Portal,https://www.novitas-solutions.com/,N/A - LCD determines,N/A - LCD determines,N/A - Federal Medicare,2026-01-11,NEW - GAP FILLED
National Government Services (NGS),ngs-mac-j6,IL,Anthem/Elevance,NGS,Medicare Part B,PARTB,PARTB,MAC for Jurisdiction 6 (IL/MN/WI); LCD DL39909 for Botox effective 1/1/2026 - SEISMIC SHIFT; requires 3 oral class failures; strict 'migraine days' vs 'headache days' documentation; 12-week (84-day) frequency hard stop; stopping rule after 6 months,N/A - Medicare,IL-PARTB-NGS,NGS Medicare Portal,https://www.ngsmedicare.com/,N/A - LCD determines,N/A - LCD determines,N/A - Federal Medicare,2026-01-11,NEW - GAP FILLED
Ohio Medicaid (ODM/Gainwell),ohio-medicaid-gainwell,OH,Ohio Dept of Medicaid,ODM,All Medicaid (~90% via MCOs),Medicaid FFS/SPBM,MCD,CRITICAL: Unified Preferred Drug List (UPDL) - pharmacy carved out to Gainwell Technologies (Single PBM); MCOs cannot customize formularies; STRICTEST step therapy in state - requires 3 oral classes for CGRP mAbs; applies to CareSource/Buckeye/Molina/UHC Community Plan/AmeriHealth/Humana Horizons/Anthem Medicaid,Gainwell Technologies (SPBM),OH-MCD-GAINWELL,Gainwell Portal,https://ohiomh.com/,7 calendar days,72 hours,HB 130 (Pending in Senate),2026-01-11,NEW - GAP FILLED
CGS Administrators,cgs-mac-j15,OH,CNSI,CGS,Medicare Part B,PARTB,PARTB,MAC for Jurisdiction 15 (OH/KY); LCD L33949 active / DL39909 effective Feb 15 2026; strict 'Stopped Therapy Rule' requires documented clinical response (HIT-6 ≥5pt reduction OR MIDAS ≥30% reduction) after 2 cycles for Botox continuation; Vyepti 100mg standard (300mg requires failed 100mg trial),N/A - Medicare,OH-PARTB-CGS,CGS Medicare Portal,https://www.cgsmedicare.com/,N/A - LCD determines,N/A - LCD determines,N/A - Federal Medicare,2026-01-11,NEW - GAP FILLED
Georgia Medicaid (DCH),georgia-medicaid-dch,GA,GA Dept of Community Health,DCH,All Medicaid,Medicaid FFS/Unified PDL,MCD,Sets Unified PDL - pharmacy criteria apply to ALL CMOs (Amerigroup/CareSource/Peach State); medical benefits (Botox) may vary slightly between CMOs and FFS; GAMMIS portal for PA,OptumRx (Administrative),GA-MCD-DCH,GAMMIS / CoverMyMeds,https://medicaid.georgia.gov/,7 calendar days,72 hours,SB 5 Applies to CMOs - July 1 2026,2026-01-11,NEW - GAP FILLED
Palmetto GBA,palmetto-gba-jj,GA,Palmetto GBA,PGBA,Medicare Part B,PARTB,PARTB,MAC for Jurisdiction J (AL/GA/TN); LCD L33458 for Botox - strict Chronic Migraine enforcement (≥15 HA days; ≥8 migraine days; ≥4 hours duration); 12-week frequency rigid; Part B buy-and-bill with 2% sequestration,N/A - Medicare,GA-PARTB-PALMETTO,Palmetto eServices,https://www.palmettogba.com/,N/A - LCD determines,N/A - LCD determines,N/A - Federal Medicare (SB 5 does not apply),2026-01-11,NEW - GAP FILLED
NC Medicaid (Division of Health Benefits),nc-medicaid-dhb,NC,NC Dept of Health and Human Services,NCDHHS,3M+ lives (incl ~600K expansion),Medicaid Unified PDL,MCD,Medicaid Expansion fully integrated by late 2024/early 2025; Standard Plans + Tailored Plans + Children and Families Specialty Plan (CFSP); MCOs must follow state Clinical Coverage Policies and PDL - cannot be stricter; CGRP requires 2 oral class failures (2 mo each); Botox requires 3 class failures (3 mo each) - STRICTER than commercial,State-managed,NC-MCD-DHB,GAMMIS / CoverMyMeds,https://medicaid.ncdhhs.gov/,7 calendar days,72 hours,HB 434 CARE FIRST Act - pending implementation,2026-01-11,NEW - GAP FILLED
Palmetto GBA (NC),palmetto-gba-jm,NC,Palmetto GBA,PGBA,Medicare Part B,PARTB,PARTB,MAC for Jurisdiction M (includes NC); LCD L33458 outgoing / DL39909 effective Feb 15 2026 = CRITICAL; DL39909 mandates PREEMPT protocol (155 units across 31 fixed sites); anatomical restrictions (frontalis/corrugator/procerus/occipitalis/temporalis/trapezius/cervical paraspinal only); ICD-10: G43.709/G43.719; JW/JZ modifiers for waste billing mandatory,N/A - Medicare,NC-PARTB-PALMETTO,Palmetto eServices,https://www.palmettogba.com/,N/A - LCD determines,N/A - LCD determines,N/A - Federal Medicare,2026-01-11,NEW - GAP FILLED
Oscar Health NJ,oscar-health-nj,NJ,Oscar Health,Oscar,Growing younger demographic - 4.6% rate increase,Commercial,COM,Digital Disruptor; lower rate increase; PA process almost entirely digital/portal-based; favors clean data entry over narrative letters,Oscar PBM,NJ-COM-OSCAR,Oscar Health Portal,https://www.hioscar.com/providers/,72 hours (A1825),24 hours (urgent),A1825 Step Therapy Override applies,2026-01-11,NEW - GAP FILLED
NJ FamilyCare (Medicaid),nj-familycare,NJ,NJ Dept of Human Services,NJDHS,1.7M+ lives,Medicaid Unified,MCD,Benefit design standardized by state; administration delegated to MCOs; specific state fax forms for CGRPs; requires MOH assessment documentation; PDL adherence required,State-managed,NJ-MCD-NJFC,GAMMIS / State Fax Forms,https://www.state.nj.us/humanservices/dmahs/,7 calendar days,72 hours,A1825 applies to NJ FamilyCare,2026-01-11,NEW - GAP FILLED
Novitas Solutions,novitas-solutions-jl,NJ,Novitas Solutions,Novitas,Medicare Part B,PARTB,PARTB,MAC for Jurisdiction L (NJ/DE/MD/DC/PA); ⚠️ WISeR PILOT STATE starting Jan 1 2026 - Pre-Service PA MANDATORY for J0585/J3032; LCD L35170/L39909; AI-based review scans for keywords + ICD-10 + structured data; Gold Card exemption possible for high-approval providers,N/A - Medicare,NJ-PARTB-NOVITAS,Novitas Portal / esMD,https://www.novitas-solutions.com/,WISeR Pre-Service Required,,WISeR Gold Card - earn exemption through compliance,2026-01-11,NEW - GAP FILLED
Sentara Health Plans,sentara-health-plans,VA,Sentara Healthcare,Sentara,Major Regional IDN (~1M members),Commercial,COM,Regional IDN power (Hampton Roads + Western VA); ⚠️ 2-MONTH trial duration for oral preventives (vs 1 month for others); 'Early Termination' strategy = AE at Day 5 counts as failure; Qulipta requires injectable CGRP failure first,Sentara PBM,VA-COM-SENTARA,Sentara Provider Portal,https://www.sentara.com/healthplans/,7 calendar days,72 hours,HB 2099 Gold Card - DATA COLLECTION 2026,2026-01-11,NEW - GAP FILLED
Cardinal Care (VA Medicaid),cardinal-care-va,VA,VA Dept of Medical Assistance Services,DMAS,State Medicaid,Medicaid Unified,MCD,Common Core Formulary (CCF) supersedes MCO edits; MCOs cannot restrict Preferred PDL drugs if DMAS criteria met; Humana Healthy Horizons entered 2026; appeal MCO denials citing CCF contract compliance,State-managed,VA-MCD-CARDINAL,Medicaid Portal,https://www.dmas.virginia.gov/,7 calendar days,72 hours,N/A - Medicaid,2026-01-11,NEW - GAP FILLED
Palmetto GBA (VA),palmetto-gba-jm-va,VA,Palmetto GBA,PGBA,Medicare Part B,PARTB,PARTB,MAC for Jurisdiction M; ⚠️ LCD DL39909 effective Feb 15 2026 - OBJECTIVE SCALING REQUIRED; notes saying 'patient doing well' = recoupment; HIT-6 or MIDAS score MANDATORY at every visit; Vyepti HOPD scrutiny - justify hospital-level monitoring if needed,N/A - Medicare,VA-PARTB-PALMETTO,Palmetto eServices,https://www.palmettogba.com/,N/A - LCD determines,,N/A - Federal Medicare,2026-01-11,NEW - GAP FILLED
Humana Healthy Horizons VA,humana-healthy-horizons-va,VA,Humana,61101,New 2026 Medicaid MCO,Medicaid MCO,MCD,New entrant to Cardinal Care 2026; follows Common Core Formulary (CCF); cannot be stricter than DMAS criteria,Humana Pharmacy,VA-MCD-HUMANA,Humana Provider Portal,https://www.humana.com/provider/,7 calendar days,72 hours,N/A - Medicaid,2026-01-11,NEW - GAP FILLED
Washington Apple Health (Medicaid),wa-apple-health,WA,WA Health Care Authority,HCA,~2M lives (20.3% of population),Medicaid Unified,MCD,"Unified PDL administered by HCA; PA processing delegated to MCOs (Molina dominant, CHPW, Coordinated Care, UHC, Wellpoint); Preferred CGRPs = Emgality/Ajovy; Non-Preferred = Aimovig/Vyepti; ⚠️ Must fail 2 oral classes for 2 months EACH + fail BOTH preferred CGRPs to access non-preferred",State-managed,WA-MCD-APPLE,GAMMIS / MCO Portals,https://www.hca.wa.gov/,⚠️ 3 calendar days (E2SHB 1357),1 calendar day (expedited),NO Gold Card - SB 5395 FAILED,2026-01-11,NEW - GAP FILLED
Noridian Healthcare Solutions,noridian-jf-wa,WA,Noridian Healthcare Solutions,Noridian,Medicare Part B,PARTB,PARTB,MAC for Jurisdiction F (WA/AK/AZ/ID/MT/ND/OR/SD/UT/WY); LCD L35172 for Botox; ⚠️ Episodic migraine = 'cosmetic/investigational' = DENIED; Chronic Migraine only (G43.701/G43.709/G43.711/G43.719); ⚠️ 12-week frequency STRICT - claims at 10-11 weeks = automated denial; 155-200 units recognized; >200u = manual review; 'Fail conventional therapy' implied = document 2 oral classes,N/A - Medicare,WA-PARTB-NORIDIAN,Noridian Portal / esMD,https://med.noridianmedicare.com/,N/A - LCD determines,,N/A - Federal Medicare,2026-01-11,NEW - GAP FILLED
MassHealth (Medicaid),masshealth,MA,MA Executive Office of Health and Human Services,MassHealth,State Medicaid,Medicaid Unified,MCD,Unified Pharmacy Product List (UPPL) - ACOs MUST adhere to MassHealth Drug List (MHDL); cannot impose stricter criteria than MHDL; appeal ACO denials citing 130 CMR 406.000; ⚠️ Tufts Health Together MCO ends 2026 - patients reassigning to WellSense/Fallon; use 90-Day Continuity of Care Mandate; Tables 14/42/58,Conduent (FFS) / OptumRx-CVS for ACOs,MA-MCD-MASSHEALTH,GAMMIS / ACO Portals,https://www.mass.gov/masshealth-pharmacy/,⚠️ 7 calendar days (CMS-0057-F),72 hours,NO - H.4616 in committee until March 2026,2026-01-11,NEW - GAP FILLED
Point32Health (Harvard Pilgrim/Tufts),point32health,MA,Point32Health,Point32,Second-largest Commercial,Commercial,COM,Parent of Harvard Pilgrim + Tufts Health Plan; uses InterQual criteria + internal MNGs; ⚠️ AJOVY EXCLUSION Jan 1 2026 - moved to Non-Formulary; Preferred = Emgality/Aimovig; stable patients need 'Non-Medical Switching' exception citing AHS principles; Botox requires 3 meds from 2 classes (higher bar); GLP-1 exclusion for weight loss,Point32Health PBM,MA-COM-POINT32,Point32Health Portal,https://www.point32health.org/provider/,7 calendar days,72 hours,NO - H.4616 pending,2026-01-11,NEW - GAP FILLED
National Government Services (NGS),ngs-jk-ma,MA,National Government Services,NGS,Medicare Part B,PARTB,PARTB,MAC for Jurisdiction K (MA/ME/NH/VT/NY/CT/RI); ⚠️ LCD DL39909 effective Jan 1 2026 - OBJECTIVE SCALES MANDATORY (MIDAS/HIT-6) at every visit; dosage per muscle group required (not just '155 units'); 'Chronic by History' concept for patients reduced below 15 days; MA ≠ MA plans - NGS Part B FFS = post-service review (TPE); MA plans = pre-service PA; Vyepti = no SC CGRP failure required under NGS Part B,N/A - Medicare,MA-PARTB-NGS,NGS Portal / esMD,https://www.ngsmedicare.com/,N/A - Post-service review (FFS),,N/A - Federal Medicare,2026-01-11,NEW - GAP FILLED
Health First Colorado (Medicaid),health-first-colorado,CO,CO Dept of Health Care Policy & Financing,HCPF,State Medicaid,Medicaid Unified,MCD,Strictly defined PDL managed by HCPF; new PBMS module 2026; 'Serious or Complex Medical Condition' bypass (Appendix P) for status migrainosus/severe functional impairment; Eletriptan is PREFERRED triptan (higher efficacy than Sumatriptan); 8-week trial duration required; headache diary MANDATORY - 'frequent headaches' = denial,Conduent,CO-MCD-HEALTHFIRST,HCPF Portal,https://hcpf.colorado.gov/,7 calendar days,72 hours,N/A - Medicaid (FFS exemptions vary),2026-01-11,NEW - GAP FILLED
Novitas Solutions (CO),novitas-jh-co,CO,Novitas Solutions,Novitas,Medicare Part B,PARTB,PARTB,"MAC for Jurisdiction H (CO/NM); LCD L38809 for Botox; 'Intractable' key for diagnosis (G43.709/G43.719); 12-week frequency STRICT - 10-11 week injections DENIED; must list specific muscles + dosage per site; Original Medicare FFS = no step therapy for Vyepti (vs MA plans which require SC CGRP failure); $2,000 Part D cap = prescribe branded CGRPs early to hit cap by Q1-Q2",N/A - Medicare,CO-PARTB-NOVITAS,Novitas Portal / esMD,https://www.novitas-solutions.com/,N/A - LCD determines,,N/A - Federal Medicare,2026-01-11,NEW - GAP FILLED
AHCCCS Fee-For-Service,ahcccs-ffs,AZ,AZ Health Care Cost Containment System,AHCCCS,State Medicaid,Medicaid FFS,MCD,PDL floor for MCOs; HB 2449 mental health exemption; Policy 310-V medical necessity override; ⚠️ HB 2621 DIFI-approved form required; mark Urgent for 72hr review,OptumRx,AZ-MCD-AHCCCS,AHCCCS Portal,https://azahcccs.gov/,14 days,72 hours,N/A - Medicaid,2026-01-11,NEW - GAP FILLED
Noridian Healthcare Solutions (AZ),noridian-jf-az,AZ,Noridian Healthcare Solutions,Noridian,Medicare Part B,PARTB,PARTB,JF; ⚠️ WISeR PILOT; LCD L35172/DL39909; 12wk strict; JW/JZ MODIFIERS MANDATORY; G43.709 required,,AZ-PARTB-NORIDIAN,Noridian Portal,https://med.noridianmedicare.com/,LCD,,N/A - WISeR Pilot,2026-01-11,NEW - GAP FILLED
Nevada Medicaid (sPDL),nevada-medicaid-spdl,NV,NV DHHS/DHCFP,NV-DHCFP,State Medicaid,Medicaid Unified,MCD,⚠️ SINGLE PDL (sPDL) Jan 1 2026 - all MCOs follow State FFS; pharmacy=State rules; medical benefit=MCO rules; Nurtec preferred; 1 triptan failure (harmonization); AB 463 2-day response,OptumRx/CVS,NV-MCD-SPDL,DHCFP Portal,https://dhcfp.nv.gov/,⚠️ 2 business days (AB 463),24 hours urgent,N/A - No Gold Card passed,2026-01-11,NEW - GAP FILLED
Health Plan of Nevada (UHC),hpn-uhc-nv,NV,UnitedHealth Group,87726,Dominant MCO/Commercial,Commercial/Medicaid MCO,COM,Largest AHCCCS MCO (Clark County); Optum integrated; 'Smart Edits' automation; Aimovig/Emgality preferred; Ajovy excluded; 90-day Continuity of Care,OptumRx,NV-COM-HPN,UHC Provider Portal,https://www.uhcprovider.com/,2 business days,24 hours,,2026-01-11,NEW - GAP FILLED
SilverSummit/Ambetter Nevada,silversummit-nv,NV,Centene,Centene,ACA/Medicaid,Exchange/Medicaid,COM,Battle Born State Plans; aggressive UM; Tier 3/4 specialty restrictions; rural expansion 2026,CVS Caremark,NV-COM-AMBETTER,Centene Portal,https://www.silversummithealthplan.com/,2 business days,24 hours,,2026-01-11,NEW - GAP FILLED
Noridian Healthcare Solutions (NV),noridian-je-nv,NV,Noridian Healthcare Solutions,Noridian,Medicare Part B,PARTB,PARTB,JE (not JF); LCD L35170 for Botox; 12-week spacing strict; G43.x diagnosis required,,NV-PARTB-NORIDIAN,Noridian Portal,https://med.noridianmedicare.com/,LCD,,N/A - Federal,2026-01-11,NEW - GAP FILLED
Molina Healthcare New Mexico,molina-nm,NM,Molina Healthcare,Molina,Medicaid/Exchange,Medicaid/Exchange,MCD,⚠️ Smart PA - claims lookback 180 days for triptan history; new members = history invisible = immediate manual PA required; 2 classes step,Molina PBM,NM-MCD-MOLINA,Molina Portal,https://www.molinahealthcare.com/,Standard,Expedited,,2026-01-11,NEW - GAP FILLED
Novitas Solutions (NM),novitas-jh-nm,NM,Novitas Solutions,Novitas,Medicare Part B,PARTB,PARTB,JH; LCD L38809 for Botox; G43.7 series required (G43.9 = denial); 12wk spacing; '15+ days' and '4+ hours' documentation required,,NM-PARTB-NOVITAS,Novitas Portal,https://www.novitas-solutions.com/,LCD,,N/A - Federal,2026-01-11,NEW - GAP FILLED
University of Utah Health Plans,uuhp-ut,UT,University of Utah,UUHP,Medicaid/EPO Niche,Medicaid/Commercial,COM,Healthy U (Medicaid); Best EPO (NerdWallet); pharm-016 internal protocols; ⚠️ Migraine NOT on 2026 Hybrid Unified PDL - remains fragmented; Emgality for cluster requires Verapamil titration documentation,UUHP PBM,UT-COM-UUHP,UUHP Portal,https://uuhealthplans.com/,Standard,Expedited,,2026-01-11,NEW - GAP FILLED
Noridian Healthcare Solutions (UT),noridian-jf-ut,UT,Noridian Healthcare Solutions,Noridian,Medicare Part B,PARTB,PARTB,JF; LCD L35170; ⚠️ PA Demonstration for Botox CPT 64612/64615 (HOPD = PA required to differentiate cosmetic vs therapeutic); 12wk spacing,,UT-PARTB-NORIDIAN,Noridian Portal,https://med.noridianmedicare.com/,LCD,,N/A - Federal,2026-01-11,NEW - GAP FILLED
Regence BCBS Oregon,regence-or,OR,Cambia Health Solutions,Regence,Dominant Commercial,Commercial,COM,Policy dru540 (CGRP); dru006 (Botox); ⚠️ Fail 2 classes (2mo each) + compliance documentation required; Vyepti requires SC CGRP trial first (site of care cost control); QL 16 tabs/30d Ubrelvy,Regence PBM,OR-COM-REGENCE,Regence Portal,https://www.regence.com/,Standard,Expedited,⚠️ HB 3134 = Transparency Card (no auto-exemption); API mandate Jan 2027,2026-01-11,NEW - GAP FILLED
Providence Health Plan Oregon,providence-or,OR,Providence Health,Providence,Vertically Integrated,Commercial/Medicaid,COM,Hospital+payer integration; Commercial stricter than Medicaid; ⚠️ Part B Step Therapy (may require Part D drug first); Emgality often non-preferred; Continuity of Care form critical (30-60 days),Providence PBM,OR-COM-PROVIDENCE,Providence Portal,https://www.providencehealthplan.com/,Standard,Expedited,,2026-01-11,NEW - GAP FILLED
PacificSource Oregon,pacificsource-or,OR,PacificSource,PacificSource,Regional Commercial/CCO,Commercial/Medicaid,COM,CCO protocols for Medicaid; regional variability; community-based alignment,PacificSource PBM,OR-COM-PACIFICSOURCE,PacificSource Portal,https://www.pacificsource.com/,Standard,Expedited,,2026-01-11,NEW - GAP FILLED
Noridian Healthcare Solutions (OR),noridian-jf-or,OR,Noridian Healthcare Solutions,Noridian,Medicare Part B,PARTB,PARTB,JF; LCD L35170; 12wk spacing; HOPD PA demonstration may apply,,OR-PARTB-NORIDIAN,Noridian Portal,https://med.noridianmedicare.com/,LCD,,N/A - Federal,2026-01-11,NEW - GAP FILLED
Maryland Medicaid (Priority Partners),priority-partners-md,MD,Johns Hopkins,Priority Partners,Medicaid MCO,Medicaid MCO,MCD,Follows MD FFS PDL; requires specific dates for triptan/oral failures; 8 weeks per trial; Botox = 2 oral classes; Universal PA form required,Priority Partners PBM,MD-MCD-PRIORITY,Priority Partners Portal,https://www.ppmco.org/,Standard,Expedited,N/A - Medicaid,2026-01-11,NEW - GAP FILLED
Novitas Solutions (MD),novitas-jl-md,MD,Novitas Solutions,Novitas,Medicare Part B,PARTB,PARTB,JL; LCD L38809; CPT 64615 (not 64612) for migraine; 15/4 documentation; 12wk strict; ⚠️ MA plans may require Part D SC CGRP step before Part B Vyepti,,MD-PARTB-NOVITAS,Novitas Portal,https://www.novitas-solutions.com/,LCD,,N/A - Federal,2026-01-11,NEW - GAP FILLED
Highmark BCBS Delaware,highmark-de,DE,Highmark,Highmark,>60% Commercial,Commercial,COM,Policy I-200-005/I-222-007; 2 oral classes x 8 weeks; Vyepti requires SC CGRP failure justification; ⚠️ SB 12 Gold Card signed BUT effective Jan 2027; Voluntary Gold Card 90% threshold; 'Pre-Notification' trap - must submit even if Gold Carded,Highmark PBM,DE-COM-HIGHMARK,Availity,https://www.highmarkbcbs.com/,2 business days (18 Del C § 3381),24 hours,✓ Voluntary 90% (30+ procedures); Statutory Jan 2027,2026-01-11,NEW - GAP FILLED
Delaware First Health (Centene),delaware-first,DE,Centene,Centene,Medicaid MCO,Medicaid MCO,MCD,⚠️ D-SNP Exclusive Alignment Jan 2026 - forced plan switches; 90-day transition fill for Part D; cite 18 Del C § 3381(a)(5) Stability Exception,Centene PBM,DE-MCD-DEFIRST,Centene Portal,https://www.delawarefirsthealth.com/,2 business days,24 hours,N/A - Medicaid,2026-01-11,NEW - GAP FILLED
Novitas Solutions (DE),novitas-jl-de,DE,Novitas Solutions,Novitas,Medicare Part B,PARTB,PARTB,JL; LCD L38809; same as MD jurisdiction,,DE-PARTB-NOVITAS,Novitas Portal,https://www.novitas-solutions.com/,LCD,,N/A - Federal,2026-01-11,NEW - GAP FILLED
Highmark BCBS West Virginia,highmark-wv,WV,Highmark,Highmark,52% Commercial,Commercial,COM,⚠️ FIRST-LINE VICTORY: CGRPs (Aimovig/Ajovy/Emgality) NO LONGER require oral failure (effective Oct 2025); Gepants still require 2 triptans + 1 additional; ⚠️ Dual Therapy Allowance (Botox + CGRP) if partial response; Policy J-1207,Highmark PBM,WV-COM-HIGHMARK,Highmark Portal,https://www.highmarkbcbs.com/,Standard,Expedited,⚠️ SB 833 EXCLUDES PHARMACEUTICALS from Gold Card,2026-01-11,NEW - GAP FILLED
West Virginia Medicaid (BMS),wv-medicaid-bms,WV,WV Bureau for Medical Services,WV-BMS,30% population,Medicaid FFS,MCD,⚠️ Restrictive fail-first; Aimovig/Emgality preferred but require 1-2 oral class failure (3 months); Ajovy/Vyepti = non-preferred (require preferred CGRP failure); headache diary required for Botox,WV BMS PBM,WV-MCD-BMS,WV BMS Portal,https://dhhr.wv.gov/bms/,Standard,Expedited,N/A - Medicaid,2026-01-11,NEW - GAP FILLED
The Health Plan (WV),the-health-plan-wv,WV,The Health Plan,THP,PEIA/Medicaid,Commercial/PEIA,COM,Express Scripts PBM; ⚠️ 720-day lookback for triptan claims (new members = history invisible); PEIA = Aimovig/Emgality preferred; Ajovy requires preferred failure; Gold Card DOES NOT apply to drugs (SB 833),Express Scripts,WV-COM-THP,THP Portal,https://www.healthplan.org/,Standard,Expedited,⚠️ Gold Card excludes drugs (SB 833),2026-01-11,NEW - GAP FILLED
CareSource West Virginia,caresource-wv,WV,CareSource,CareSource,Marketplace/Medicaid,Exchange/Medicaid,COM,"⚠️ Nurtec Tier 4 (Specialty) = coinsurance not copay; Emgality Tier 2/3; strict ST enforcement; IRA $2,100 cap critical for affordability",CareSource PBM,WV-COM-CARESOURCE,CareSource Portal,https://www.caresource.com/,Standard,Expedited,,2026-01-11,NEW - GAP FILLED
Palmetto GBA (WV),palmetto-wv,WV,Palmetto GBA,Palmetto,Medicare Part B,PARTB,PARTB,⚠️ LCD DL39909 effective Jan 2026 - OBJECTIVE FUNCTIONAL SCALES (HIT-6/MIDAS) MANDATORY at every visit; G43.709/G43.719 required,,WV-PARTB-PALMETTO,Palmetto Portal,https://www.palmettogba.com/,LCD,,N/A - Federal,2026-01-11,NEW - GAP FILLED
