State,Payer_Name,Payer_Type,LOB,Drug_Class,Medication_Category,Step_Therapy_Required,Step_1_Requirement,Step_1_Duration,Step_2_Requirement,Step_2_Duration,Quantity_Limit,Contraindication_Bypass,Gold_Card_Available,Gold_Card_Threshold,Policy_ID,Source_Document,Vault_Payer_ID,National_Payer_ID,Vault_Denial_Code,Episodic_Same_As_Chronic,High_Freq_Episodic_Threshold,Episodic_Notes
IL,Meridian Health Plan of Illinois,Medicaid MCO,Medicaid,Vyepti,Chronic Migraine,Yes,≥2 oral preventive classes,≥8 weeks each,Medical PA Required,Documented,J3032; Medical Benefit,Yes - inability to self-inject,Public Act 103-0593 (July 1 2026),≥90% on ≥50 PAs,HFS PDL / Meridian Medical,Illinois_2026_PA_Audit_Strategy,IL-MCD-MERIDIAN,68069,DENY-QL-001,TRUE,,
IL,National Government Services (NGS),Medicare MAC,Part B,Botox,Chronic Migraine,Yes,"⚠️ ≥3 DISTINCT oral preventive classes (Beta-blockers, TCAs, Anticonvulsants) - STRICTER than commercial 2-class; chart must list specific drug/dosage/duration (2-3 months)/reason for discontinuation for EACH class",≥2-3 months each class,N/A,N/A,"LCD DL39909 (eff 1/1/2026); Chronic Migraine ONLY (≥15 HA days/mo for >3 mo with ≥8 migraine days) - Episodic NOT covered; must document 'migraine days' vs 'headache days' explicitly; ICD-10: G43.709/G43.719 (avoid R51.9); frequency STRICT 12 weeks (84 days) - claims <84 days = automated denial; STOPPING RULE after 2 cycles (6 months) - must show 'significant decrease' with quantified improvement (e.g., '20 days/mo → 9 days/mo')",Yes - documented 3-class failures with specific adverse events,No - Federal Medicare,N/A,LCD DL39909,Illinois_2026_PA_Audit_Strategy,IL-MCRB-NGS,NGS,DENY-STEP-002,FALSE,,⛔ BOTOX = CHRONIC MIGRAINE ONLY per FDA. Episodic (4-14 days/month) = automatic denial. ICD-10 must be G43.7xx series.
IL,National Government Services (NGS),Medicare MAC,Part B,Vyepti,Chronic Migraine,Yes,≥2 oral preventive classes,≥8 weeks each,Usually requires failure of ≥1 self-injected CGRP unless needle phobia/cognitive impairment documented,Documented,J3032; LCD DL39909 covers BOTH Episodic and Chronic Migraine (unlike Botox); bypass SC step with 'needle phobia' or 'inability to self-administer',Yes - needle phobia; cognitive impairment; inability to self-administer,No - Federal Medicare,N/A,LCD DL39909,Illinois_2026_PA_Audit_Strategy,IL-MCRB-NGS,NGS,DENY-QL-001,TRUE,,
IL,Blue Cross Community Health Plan (BCCHP),Medicaid MCO,Medicaid,Gepants,Acute,Yes,≥2 triptans per HFS PDL,≥4 weeks each,N/A,N/A,Specific quantity limits on triptans (differs from commercial); follows HFS PDL,Yes - CV contraindication,Public Act 103-0593 (July 1 2026),≥90% on ≥50 PAs,HFS PDL,Illinois_2026_PA_Audit_Strategy,IL-MCD-ILBCBS,621,DENY-STEP-001,TRUE,,
IL,Blue Cross Community Health Plan (BCCHP),Medicaid MCO,Medicaid,CGRP mAbs,Preventive,Yes,≥2 oral preventive classes per HFS PDL,≥8 weeks each,N/A,N/A,Follows HFS PDL; different from commercial BCBSIL,Yes - teratogenic; CV contraindication,Public Act 103-0593 (July 1 2026),≥90% on ≥50 PAs,HFS PDL,Illinois_2026_PA_Audit_Strategy,IL-MCD-ILBCBS,621,DENY-STEP-002,TRUE,,
IL,Blue Cross Community Health Plan (BCCHP),Medicaid MCO,Medicaid,Botox,Chronic Migraine,Yes,≥2 oral preventive classes,≥8 weeks each,N/A,N/A,Chronic Migraine; follows HFS PDL for Medicaid,Yes - oral preventive contraindications,Public Act 103-0593 (July 1 2026),≥90% on ≥50 PAs,HFS PDL / BCCHP Medical,Illinois_2026_PA_Audit_Strategy,IL-MCD-ILBCBS,621,DENY-STEP-002,FALSE,,⛔ BOTOX = CHRONIC MIGRAINE ONLY per FDA. Episodic (4-14 days/month) = automatic denial. ICD-10 must be G43.7xx series.
OH,Ohio Medicaid (ODM/Gainwell),Medicaid SPBM,Medicaid Pharmacy,Gepants,Acute,Yes,"≥2 preferred triptans (Sumatriptan tab/nasal/inj, Rizatriptan tab/ODT, Naratriptan, Zolmitriptan tab)",Adequate trial,N/A,N/A,Nurtec ODT: 18 tabs/30d preventive; 8 tabs/30d acute; Ubrelvy: 10 tabs/30d (up to 16 with med necessity); UPDL applies to ALL MCOs (CareSource/Buckeye/Molina/UHC),Yes - CV disease (code I10 on PA request) waives triptan trial; 'Contraindication to vasoconstrictive agents',HB 130 (Pending),N/A,Ohio UPDL,Ohio_2026_PA_Audit_Strategy,OH-MCD-GAINWELL,ODM,DENY-STEP-001,TRUE,,
OH,Ohio Medicaid (ODM/Gainwell),Medicaid SPBM,Medicaid Pharmacy,CGRP mAbs,Preventive,Yes,"⚠️ ≥3 classes of oral preventives (STRICTEST): (1) Beta-blockers: Propranolol/Metoprolol/Timolol, (2) Anticonvulsants: Topiramate/Valproic Acid, (3) TCAs/SNRIs: Amitriptyline/Venlafaxine",≥30 days each class,N/A,N/A,Emgality 120mg PREFERRED; Aimovig 70/140mg PREFERRED; Ajovy NON-PREFERRED (requires Emgality/Aimovig failure); Qulipta requires oral failures + preferred injectable CGRP failure,Yes - document intolerance/contraindication: Topiramate (cognitive/nephrolithiasis/glaucoma); Beta-blockers (asthma/bradycardia/depression); TCAs (weight gain/sedation/serotonin risk),HB 130 (Pending),N/A,Ohio UPDL,Ohio_2026_PA_Audit_Strategy,OH-MCD-GAINWELL,ODM,DENY-STEP-002,TRUE,,
OH,Ohio Medicaid (ODM/Gainwell),Medicaid SPBM,Medicaid Pharmacy,Qulipta,Preventive,Yes,≥3 oral preventive classes per UPDL,≥30 days each,Must fail preferred injectable CGRP (Emgality or Aimovig),Documented failure,Qulipta requires both oral AND injectable CGRP failure unless needle phobia documented,Yes - needle phobia; inability to self-inject,HB 130 (Pending),N/A,Ohio UPDL,Ohio_2026_PA_Audit_Strategy,OH-MCD-GAINWELL,ODM,DENY-QL-001,TRUE,,
OH,CareSource Ohio,Medicaid MCO,Medical Benefit,Botox,Chronic Migraine,Yes,≥2 oral preventive classes (NOTE: Medical benefit = 2 classes vs pharmacy UPDL = 3 classes),≥2 months each,N/A,N/A,"J0585; Chronic Migraine (≥15 HA days/mo, ≥8 migraine days) for >3 months; managed by CareSource Medical Mgmt NOT Gainwell; headache diary/summary required",Yes - oral preventive contraindications,HB 130 (Pending),N/A,CareSource Medical Policy,Ohio_2026_PA_Audit_Strategy,OH-MCD-CARESOURCE,CSS,DENY-STEP-002,FALSE,,⛔ BOTOX = CHRONIC MIGRAINE ONLY per FDA. Episodic (4-14 days/month) = automatic denial. ICD-10 must be G43.7xx series.
OH,CareSource Ohio,Medicaid MCO,Medicaid Pharmacy,Gepants,Acute,Yes,≥2 preferred triptans per UPDL (pharmacy carved to Gainwell),Per UPDL,N/A,N/A,UPDL quantity limits apply; pharmacy managed by Gainwell NOT CareSource,Yes - CV contraindication per UPDL,HB 130 (Pending),N/A,Ohio UPDL (via Gainwell),Ohio_2026_PA_Audit_Strategy,OH-MCD-CARESOURCE,CSS,DENY-STEP-001,TRUE,,
OH,CGS Administrators,Medicare MAC,Part B,Botox,Chronic Migraine,Yes,"≥2 oral preventive classes (Beta-blockers, Anticonvulsants, TCAs)",≥2 months each,N/A,N/A,"LCD L33949/DL39909 (eff Feb 15 2026); Chronic Migraine ICHD-3 strict (≥15 HA days/mo, ≥8 migraine days, ≥3 months); ⚠️ STOPPED THERAPY RULE: reauth requires documented 'significant clinical response' after 2 cycles - quantified HA day reduction (e.g., 20→12) OR HIT-6 ≥5pt reduction OR MIDAS ≥30% reduction; 'Frequent migraines' = automatic denial",Yes - documented oral preventive failures with specific adverse events,No - Federal Medicare,N/A,LCD L33949/DL39909,Ohio_2026_PA_Audit_Strategy,OH-MCRB-CGS,CGS,DENY-STEP-002,FALSE,,⛔ BOTOX = CHRONIC MIGRAINE ONLY per FDA. Episodic (4-14 days/month) = automatic denial. ICD-10 must be G43.7xx series.
OH,CGS Administrators,Medicare MAC,Part B,Vyepti,Chronic Migraine,Yes,≥2 oral preventive classes,Documented failure,LCD does not mandate Botox/SC CGRP failure for Original Medicare (but MA plans may overlay),Documented,J3032; 100mg IV q3mo standard; ⚠️ 300mg ONLY if documented partial/inadequate response to 100mg (starting at 300mg = denial); Site of Care review - HOPD requires 'difficult IV access' or 'hypersensitivity requiring physician oversight',Yes - needle phobia; inability to self-administer; difficult IV access,No - Federal Medicare,N/A,LCD DL39909,Ohio_2026_PA_Audit_Strategy,OH-MCRB-CGS,CGS,DENY-QL-001,TRUE,,
OH,Medical Mutual of Ohio,Commercial,Commercial,Gepants,Acute,Yes,"≥2 triptans (Sumatriptan, Rizatriptan, Eletriptan)",Documented failure,N/A,N/A,Tier 2 (Preferred Brand) on most plans; Tier 3 on 'Basic' plans; Ubrelvy 10 tabs/30d; Nurtec 8 tabs/30d acute,Yes - 'Vasoconstrictor Contraindication' highly effective with MMO/ESI,Investigating,N/A,MMO/ESI Formulary,Ohio_2026_PA_Audit_Strategy,OH-COM-MEDMUTUAL,MMO,DENY-STEP-001,TRUE,,
OH,Medical Mutual of Ohio,Commercial,Commercial,CGRP mAbs,Preventive,Yes,≥1-2 oral preventive classes (slightly more lenient than Medicaid),≥2 months each; strictly enforced electronically,N/A,N/A,Emgality/Aimovig PREFERRED; Ajovy NON-PREFERRED (requires step through BOTH Emgality AND Aimovig unless latex allergy with Aimovig autoinjector),Yes - teratogenic; CV contraindication; documented intolerance (bradycardia; cognitive dysfunction),Investigating,N/A,MMO Medical Policy,Ohio_2026_PA_Audit_Strategy,OH-COM-MEDMUTUAL,MMO,DENY-STEP-002,TRUE,,
OH,Medical Mutual of Ohio,Commercial,Commercial,Botox,Chronic Migraine,Yes,≥2 oral preventive classes,≥2 months each,N/A,N/A,eviCore/Cohere for PA (digital portal REQUIRED - fax rejected/delayed); Chronic Migraine (≥15 days/mo),Yes - oral preventive contraindications,Investigating,N/A,MMO Medical Policy,Ohio_2026_PA_Audit_Strategy,OH-COM-MEDMUTUAL,MMO,DENY-STEP-002,FALSE,,⛔ BOTOX = CHRONIC MIGRAINE ONLY per FDA. Episodic (4-14 days/month) = automatic denial. ICD-10 must be G43.7xx series.
OH,Medical Mutual of Ohio,Commercial,Commercial,Vyepti,Chronic Migraine,Yes,≥2 oral preventive classes,≥2 months each,Site of Care review,Documented,J3032; Site of Care review applies,Yes - inability to self-inject; difficult IV access,Investigating,N/A,MMO Medical Policy,Ohio_2026_PA_Audit_Strategy,OH-COM-MEDMUTUAL,MMO,DENY-QL-001,TRUE,,
OH,Anthem Blue Cross Blue Shield Ohio,Commercial,Commercial,Gepants,Acute,Yes,"≥2 preferred triptans (Sumatriptan, Rizatriptan, Eletriptan, Naratriptan, Zolmitriptan); ⚠️ CarelonRx AUTO-DENIES if no triptan claims in 180 days",Electronic step therapy checks claims history,N/A,N/A,Nurtec/Ubrelvy Tier 2/3 depending on plan (Essential vs National); Zavzpret NON-PREFERRED requires triptan + oral gepant failure,Yes - CV contraindication,N/A,N/A,Anthem/CarelonRx Formulary,Ohio_2026_PA_Audit_Strategy,OH-COM-ELEV,36096,DENY-STEP-001,TRUE,,
OH,Anthem Blue Cross Blue Shield Ohio,Commercial,Commercial,Qulipta,Preventive,Yes,≥1 oral preventive class,≥2 months,Requires step through preferred injectable CGRP (Emgality/Aimovig) first,Documented failure,To get Qulipta as first-line CGRP must document 'Needle Phobia' (F40.231) or 'Inability to Self-Inject',Yes - needle phobia F40.231; physical inability to self-administer,N/A,N/A,Anthem Qulipta Policy,Ohio_2026_PA_Audit_Strategy,OH-COM-ELEV,36096,DENY-QL-001,FALSE,8,Anthem: Episodic (<8d) = 1 oral class; Episodic (≥8d) = same as chronic (1 oral class). More lenient than most payers for episodic.
OH,Anthem Blue Cross Blue Shield Ohio,Commercial,Commercial,Botox,Chronic Migraine,Yes,≥2 oral preventive classes,≥2 months each,N/A,N/A,Chronic Migraine (≥15 HA days/mo),Yes - oral preventive contraindications,N/A,N/A,Anthem Medical Policy,Ohio_2026_PA_Audit_Strategy,OH-COM-ELEV,36096,DENY-STEP-002,FALSE,,⛔ BOTOX = CHRONIC MIGRAINE ONLY per FDA. Episodic (4-14 days/month) = automatic denial. ICD-10 must be G43.7xx series.
OH,Anthem Blue Cross Blue Shield Ohio,Commercial,Commercial,Vyepti,Chronic Migraine,Yes,≥2 oral preventive classes,≥2 months each,Must fail oral prophylaxis AND self-injected CGRP mAbs (Aimovig/Emgality/Ajovy) OR valid contraindication to self-injection,Documented,J3032; must document: 'Patient has failed Emgality due to lack of efficacy (MHD unchanged after 3 months) and is unable to self-administer due to [arthritis/tremor/anxiety]',Yes - needle phobia; arthritis; tremor; anxiety,N/A,N/A,Anthem Vyepti Policy,Ohio_2026_PA_Audit_Strategy,OH-COM-ELEV,36096,DENY-QL-001,TRUE,,
OH,UnitedHealthcare Ohio,Commercial,Commercial,Gepants,Acute,Yes,≥2 triptans,Documented failure,N/A,N/A,Ubrelvy often preferred over Nurtec for ACUTE; Nurtec preferred for preventive use (episodic); Zavzpret requires triptan + Ubrelvy/Nurtec failure,Yes - CV contraindication,Yes - ACTIVE (Oct 2024),92% approval rate,UHC/OptumRx Formulary,Ohio_2026_PA_Audit_Strategy,OH-COM-UHC,87726,DENY-STEP-001,TRUE,,
OH,UnitedHealthcare Ohio,Commercial,Commercial,Botox,Chronic Migraine,Yes,≥2 oral preventive classes,≥8 weeks each,N/A,N/A,⚠️ STRICT enforcement of '15 headache days' rule - documentation must be explicit; standard Chronic Migraine criteria,Yes - oral preventive contraindications,Yes - ACTIVE (Oct 2024),92% approval rate on CPT 64615,UHC Botox Policy,Ohio_2026_PA_Audit_Strategy,OH-COM-UHC,87726,DENY-STEP-002,FALSE,,⛔ BOTOX = CHRONIC MIGRAINE ONLY per FDA. Episodic (4-14 days/month) = automatic denial. ICD-10 must be G43.7xx series.
OH,UnitedHealthcare Ohio,Commercial,Commercial,Vyepti,Chronic Migraine,Yes,≥2 oral preventive classes,≥8 weeks each,Must fail SC CGRP OR document inability to self-inject,Documented,J3032; ⚠️ Site of Care review - HOPD DENIED unless medical necessity: 'difficult venous access requiring ultrasound guidance' OR 'history of anaphylaxis requiring hospital-grade resuscitation'; redirect to home infusion/office,Yes - needle phobia; difficult venous access; anaphylaxis history,Yes - ACTIVE (Oct 2024),92% approval rate on J3032,UHC Vyepti Policy,Ohio_2026_PA_Audit_Strategy,OH-COM-UHC,87726,DENY-GOLD-001,TRUE,,
OH,Buckeye Health Plan,Medicaid MCO,Medicaid Pharmacy,Gepants,Acute,Yes,≥2 preferred triptans per UPDL,Per UPDL,N/A,N/A,UPDL criteria via Gainwell,Yes - CV contraindication per UPDL,HB 130 (Pending),N/A,Ohio UPDL,Ohio_2026_PA_Audit_Strategy,OH-MCD-BUCKEYE,68069,DENY-STEP-001,TRUE,,
OH,Buckeye Health Plan,Medicaid MCO,Medicaid Pharmacy,CGRP mAbs,Preventive,Yes,≥3 oral preventive classes per UPDL,≥30 days each per UPDL,N/A,N/A,UPDL criteria via Gainwell,Yes - per UPDL criteria,HB 130 (Pending),N/A,Ohio UPDL,Ohio_2026_PA_Audit_Strategy,OH-MCD-BUCKEYE,68069,DENY-STEP-002,TRUE,,
OH,Buckeye Health Plan,Medicaid MCO,Medical Benefit,Botox,Chronic Migraine,Yes,≥2 oral preventive classes,≥2 months each,N/A,N/A,Medical benefit managed by MCO - 2 class standard,Yes - oral preventive contraindications,HB 130 (Pending),N/A,Buckeye Medical Policy,Ohio_2026_PA_Audit_Strategy,OH-MCD-BUCKEYE,68069,DENY-STEP-002,FALSE,,⛔ BOTOX = CHRONIC MIGRAINE ONLY per FDA. Episodic (4-14 days/month) = automatic denial. ICD-10 must be G43.7xx series.
GA,Georgia Medicaid (DCH),Medicaid Unified PDL,Medicaid Pharmacy,Gepants,Acute,Yes,≥2 preferred triptans (Sumatriptan; Rizatriptan),Documented failure = 'inadequate response' or 'intolerance/contraindication' - NOT 'patient preference',N/A,N/A,Ubrelvy/Nurtec NON-PREFERRED; QL typically 8-16 doses/30 days; applies to ALL CMOs via Unified PDL,Yes - CV contraindication = 'Contraindication to vasoconstrictive agents',SB 5 (CMOs) - July 1 2026,90% threshold,Georgia Unified PDL,Georgia_2026_PA_Audit_Strategy,GA-MCD-DCH,DCH,DENY-STEP-001,TRUE,,
GA,Georgia Medicaid (DCH),Medicaid Unified PDL,Medicaid Pharmacy,CGRP mAbs,Preventive,Yes,≥2 oral preventive classes (Beta-blockers: Propranolol/Metoprolol/Timolol; Anticonvulsants: Topiramate/Divalproex; Antidepressants: Amitriptyline/Venlafaxine),≥8-12 weeks each,N/A,N/A,Aimovig/Emgality PREFERRED (Step 2 agents); Ajovy/Vyepti NON-PREFERRED,Yes - document specific intolerance (cognitive slowing; sedation; weight gain) OR contraindication (asthma precludes beta-blockers),SB 5 (CMOs) - July 1 2026,90% threshold,Georgia Unified PDL,Georgia_2026_PA_Audit_Strategy,GA-MCD-DCH,DCH,DENY-STEP-002,TRUE,,
GA,Georgia Medicaid (DCH),Medicaid Unified PDL,Medical Benefit,Botox,Chronic Migraine,Yes,≥2 oral preventive classes,≥8 weeks each,N/A,N/A,Chronic Migraine (≥15 HA days/mo); headache logs required; medical benefit may vary slightly between CMOs and FFS,Yes - oral preventive contraindications,SB 5 (CMOs) - July 1 2026,90% threshold,Georgia Medicaid Medical,Georgia_2026_PA_Audit_Strategy,GA-MCD-DCH,DCH,DENY-STEP-002,FALSE,,⛔ BOTOX = CHRONIC MIGRAINE ONLY per FDA. Episodic (4-14 days/month) = automatic denial. ICD-10 must be G43.7xx series.
GA,Georgia Medicaid (DCH),Medicaid Unified PDL,Medical Benefit,Vyepti,Chronic Migraine,Yes,≥2 oral preventive classes,≥8 weeks each,Fail preferred CGRP mAbs (Aimovig/Emgality),Documented failure,J3032; Medical Benefit; requires step through preferred SC CGRPs,Yes - needle phobia; physical disability preventing self-injection,SB 5 (CMOs) - July 1 2026,90% threshold,Georgia Medicaid Medical,Georgia_2026_PA_Audit_Strategy,GA-MCD-DCH,DCH,DENY-QL-001,TRUE,,
GA,Anthem Blue Cross Blue Shield of Georgia,Commercial,Commercial,Gepants,Acute,Yes,≥2 triptans; failure defined as 'no significant reduction in headache pain/intensity within 2 hours of dosing',Documented per Anthem definition,N/A,N/A,Gepants Tier 3; CV Exception = primary bypass,Yes - CV risk factors (CAD; stroke history; uncontrolled HTN) = 'Contraindication to vasoconstrictive agents',SB 5 - Jan 1 2026 implementation,90% threshold,Anthem Commercial Policy,Georgia_2026_PA_Audit_Strategy,GA-COM-ELEV,36096,DENY-STEP-001,TRUE,,
GA,Anthem Blue Cross Blue Shield of Georgia,Commercial,Commercial,Vyepti,Chronic Migraine,Yes,≥2 oral preventive classes,≥8 weeks each,Fail self-administered CGRP OR document inability to self-inject,Documented,J3032; Vyepti strictly reserved for patients who CANNOT self-inject; document needle phobia; arthritis; tremor; poor adherence history,Yes - needle phobia; physical disability; poor adherence to self-administered meds,SB 5 - Jan 1 2026 implementation,90% threshold,Anthem Vyepti Policy,Georgia_2026_PA_Audit_Strategy,GA-COM-ELEV,36096,DENY-QL-001,TRUE,,
GA,UnitedHealthcare Georgia,Commercial,Commercial,Gepants,Acute,Yes,≥2 triptans,Documented failure,N/A,N/A,Standard criteria; Zavzpret requires triptan + oral gepant (Ubrelvy/Nurtec) failure,Yes - CV contraindication,UHC National Gold Card ACTIVE,92% on ≥10 PAs for 2 consecutive years,UHC Gepant Policy,Georgia_2026_PA_Audit_Strategy,GA-COM-UHC,87726,DENY-STEP-001,TRUE,,
GA,UnitedHealthcare Georgia,Commercial,Commercial,Zavzpret,Acute,Yes,≥2 triptans,Documented failure,Must fail oral gepants (Ubrelvy OR Nurtec),Documented failure,⚠️ Highest scrutiny; bypass ONLY with documented 'Severe GI intolerance/Gastroparesis' rendering oral meds ineffective,Yes - 'Severe gastrointestinal intolerance/Gastroparesis' = only successful bypass,UHC National Gold Card,92% threshold,UHC Zavzpret Policy,Georgia_2026_PA_Audit_Strategy,GA-COM-UHC,87726,DENY-STEP-005,TRUE,,
GA,UnitedHealthcare Georgia,Commercial,Commercial,Botox,Chronic Migraine,Yes,≥2 oral preventive classes,≥8 weeks each,N/A,N/A,Chronic Migraine; 12-week rule strongly enforced; ⚠️ STRICT 'no overlap' policy with CGRPs - appeal required for dual therapy,Yes - oral preventive contraindications,UHC National Gold Card ACTIVE,92% threshold for CPT 64615,UHC Botox Policy,Georgia_2026_PA_Audit_Strategy,GA-COM-UHC,87726,DENY-STEP-002,FALSE,,⛔ BOTOX = CHRONIC MIGRAINE ONLY per FDA. Episodic (4-14 days/month) = automatic denial. ICD-10 must be G43.7xx series.
GA,UnitedHealthcare Georgia,Medicare Advantage,Part B,Vyepti,Chronic Migraine,Yes,≥2 oral preventive classes,≥8 weeks each,⚠️ Part B Step Therapy (MA Plans): Must fail self-administered CGRP (Aimovig/Emgality) before Vyepti authorized,Documented SC CGRP failure,J3032; Part B Step Therapy program explicitly lists Vyepti; bypass requires documented 'Physical inability to self-administer subcutaneous injections due to [needle phobia/arthritis/tremor]',Yes - needle phobia; physical disability; arthritis; tremor; cognitive impairment,UHC National Gold Card,92% threshold on J3032,UHC Part B Step Therapy,Georgia_2026_PA_Audit_Strategy,GA-MA-UHC,87726,DENY-QL-001,TRUE,,
GA,Palmetto GBA,Medicare MAC,Part B,Vyepti,Chronic Migraine,Yes,Fail standard care,Documented,LCD does not mandate SC CGRP failure for Original Medicare but MA plans overlay steps,Documented,J3032; Buy-and-bill ASP+6% (2% sequestration applies); no mandated step for Original Medicare but MA plans (UHC/Anthem) add SC CGRP requirement,Yes - needle phobia; inability to self-inject,No - Federal Medicare,N/A,LCD L33458,Georgia_2026_PA_Audit_Strategy,GA-MCRB-PALMETTO,PGBA,DENY-QL-001,TRUE,,
GA,Ambetter of Georgia,Commercial,Commercial,Gepants,Acute,Yes,≥2 triptans,Documented failure,N/A,N/A,Narrow network + highly restrictive formulary (low premium strategy); CGRP access heavily gated,Yes - CV contraindication,SB 5 - July 1 2026,90% threshold,Ambetter Formulary,Georgia_2026_PA_Audit_Strategy,GA-COM-AMBET,68069,DENY-STEP-001,TRUE,,
GA,Ambetter of Georgia,Commercial,Commercial,CGRP mAbs,Preventive,Yes,≥2 oral preventive classes,≥8-12 weeks each,N/A,N/A,Restrictive formulary; branded CGRPs gated behind multiple generic failures,Yes - teratogenic; CV contraindication; documented intolerance,SB 5 - July 1 2026,90% threshold,Ambetter CGRP Policy,Georgia_2026_PA_Audit_Strategy,GA-COM-AMBET,68069,DENY-STEP-002,TRUE,,
GA,Peach State Health Plan,Medicaid CMO,Medicaid Pharmacy,Gepants,Acute,Yes,≥2 preferred triptans per Unified PDL,Per PDL,N/A,N/A,Unified PDL criteria via DCH,Yes - CV contraindication per PDL,SB 5 - July 1 2026,90% threshold,Georgia Unified PDL,Georgia_2026_PA_Audit_Strategy,GA-MCD-PEACHSTATE,68069,DENY-STEP-001,TRUE,,
NC,NC Medicaid (DHB),Medicaid Unified PDL,Medicaid Pharmacy,Gepants,Acute,Yes,"≥2 preferred triptans (sumatriptan, rizatriptan, naratriptan); failure = lack of efficacy after treating ≥3 attacks OR intolerance/side effects",Documented per definition,N/A,N/A,Nurtec ODT 16 tabs/30d; Ubrelvy 16 tabs/30d; Zavzpret NON-PREFERRED requires triptan + oral gepant failure unless severe nausea/vomiting documented,Yes - CV contraindication (ischemic heart disease; uncontrolled HTN; cerebrovascular disease) = 'Contraindication to vasoconstrictive 5-HT1B/1D agonists',HB 434 CARE FIRST Act - pending,80% threshold,NC Clinical Coverage Policy,North_Carolina_2026_PA_Audit,NC-MCD-DHB,NCDHHS,DENY-STEP-001,TRUE,,
NC,NC Medicaid (DHB),Medicaid Unified PDL,Medicaid Pharmacy,CGRP mAbs,Preventive,Yes,≥2 different oral prophylactic classes (Beta-blockers: propranolol/metoprolol; Antidepressants: amitriptyline/venlafaxine; Antiepileptics: topiramate/valproate; ACE/ARBs; CCBs),≥2 months EACH (total 4+ months of failure),N/A,N/A,"PREFERRED: Aimovig, Ajovy, Emgality, Nurtec ODT (preventive), Qulipta; NON-PREFERRED: Vyepti (requires fail preferred mAbs + 'Medical Necessity' for infusion); MOH exclusion documentation REQUIRED - failing to document MOH ruled out = denial; pregnancy test at baseline for mAbs",Yes - teratogenic bypass for women of childbearing potential (avoid valproate/topiramate); intolerance documentation,HB 434 CARE FIRST Act - pending,80% threshold,NC Clinical Coverage Policy,North_Carolina_2026_PA_Audit,NC-MCD-DHB,NCDHHS,DENY-STEP-002,TRUE,,
NC,NC Medicaid (DHB),Medicaid Unified PDL,Medical Benefit,Botox,Chronic Migraine,Yes,"⚠️ ≥3 different drug classes (Beta-blockers, CCBs, TCAs, Anticonvulsants) - STRICTER than commercial 2-class requirement",≥3 MONTHS each class (vs 2 months for CGRPs),N/A,N/A,Clinical Coverage Policy 1B; Chronic Migraine ONLY (≥15 HA days/mo; ≥8 migrainous days) for ≥3 months; Age ≥18; ⚠️ REAUTH requires reduction of ≥6 headache days/month from baseline - quantitative metric absolute (subjective 'improvement' insufficient),Yes - oral preventive contraindications documented,HB 434 CARE FIRST Act - pending,80% threshold,NC Medicaid CCP 1B,North_Carolina_2026_PA_Audit,NC-MCD-DHB,NCDHHS,DENY-STEP-002,FALSE,,⛔ BOTOX = CHRONIC MIGRAINE ONLY per FDA. Episodic (4-14 days/month) = automatic denial. ICD-10 must be G43.7xx series.
NC,NC Medicaid (DHB),Medicaid Unified PDL,Medical Benefit,Vyepti,Chronic Migraine,Yes,≥2 oral prophylactic classes,≥2 months each,Must fail ≥1 preferred self-injectable CGRP mAb,Documented failure,NON-PREFERRED; requires 'Medical Necessity' for infusion setting: needle phobia; physical inability to self-inject; failure of subcutaneous absorption,Yes - needle phobia; physical inability; absorption failure,HB 434 CARE FIRST Act - pending,80% threshold,NC Medicaid Medical,North_Carolina_2026_PA_Audit,NC-MCD-DHB,NCDHHS,DENY-QL-001,TRUE,,
NC,Blue Cross Blue Shield of North Carolina,Commercial,Commercial,Gepants,Acute,Yes,≥2 triptans,Documented failure,N/A,N/A,Ubrelvy Tier 3; Nurtec ODT Tier 3; QL strictly enforced 16 tabs/30d - exceptions difficult without proving not a candidate for preventive therapy,Yes - CV contraindication (CAD/HTN),HB 434 - pending; submit data Q1 2026,80% threshold,BCBS NC Formulary,North_Carolina_2026_PA_Audit,NC-COM-NCARBCBS,90224,DENY-STEP-001,TRUE,,
NC,Blue Cross Blue Shield of North Carolina,Commercial,Commercial,Botox,Chronic Migraine,Yes,≥2 oral preventive classes (less restrictive than Medicaid 3-class),≥8 weeks each,N/A,N/A,Chronic Migraine (≥15 days/mo); Carelon may manage; dual therapy (Botox+CGRP) RESTRICTED but allows 'Medical Necessity' exception for refractory chronic migraine eff Jan 1 2026 - must submit headache logs showing partial response to monotherapy + synergistic mechanism rationale,Yes - oral preventive contraindications; dual therapy requires refractory documentation,HB 434 - pending,80% threshold for CPT 64615,BCBS NC Medical Policy,North_Carolina_2026_PA_Audit,NC-COM-NCARBCBS,90224,DENY-STEP-002,FALSE,,⛔ BOTOX = CHRONIC MIGRAINE ONLY per FDA. Episodic (4-14 days/month) = automatic denial. ICD-10 must be G43.7xx series.
NC,Blue Cross Blue Shield of North Carolina,Commercial,Commercial,Vyepti,Chronic Migraine,Yes,≥2 oral preventive classes,≥8 weeks each,Medical Necessity documentation,Documented,NON-PREFERRED; requires medical necessity for infusion setting,Yes - needle phobia; inability to self-inject,HB 434 - pending,80% threshold,BCBS NC Medical Policy,North_Carolina_2026_PA_Audit,NC-COM-NCARBCBS,90224,DENY-QL-001,TRUE,,
